,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
28,56198,"Amazing Stories, April 1941",https://isfdb.org/wiki/images/f/fd/AMAZAPR1941.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1941-04-00,$0.20,148,pulp,AMAZAPR1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56494"">Mar. 1941</a>&#8592;Apr. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56543"">May 1941</a><br/>
<!--isfdb specific-->
Vol 15, No 4. Cover illustrates ""Lords of the Underworld."" Table of contents credits interior illustrations to J. Allen St. John, Julian S. Krupa, Robert Fuqua, Jay Jackson, Joe Sewell, Dick Shaw, R. Newman, and Guy Gifford. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.","comic book, tiger, Panthera tigris","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","retro artstyle, 1girl, nude, cover, tiger, 1980s \(style\), english text, breasts, black hair, magazine cover"
29,60679,"Startling Stories, July 1942",https://www.isfdb.org/wiki/images/6/68/STARTLJUL1942.JPG,Oscar J. Friend,"Better Publications, Inc.",1942-07-00,$0.15,132,pulp,STARTLJUL1942,MAGAZINE,"Vol 8, No 1. Cover illustration untitled. Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","magazine cover, fake cover, cover, 1boy, retro artstyle, male focus, realistic, 1980s \(style\), cover page, explosion, solo, topless male, poster \(medium\), water, western comics \(style\), box art, manly, explosive, building, parody, science fiction, smile, manga cover"
30,56368,"Amazing Stories, January 1948",https://www.isfdb.org/wiki/images/e/e3/AMAZJAN1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-01-00,$0.25,180,pulp,AMAZJAN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56285"">Dec. 1947</a>&#8592;Jan. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56329"">Feb. 1948</a><br/>
<!--isfdb specific-->
Vol 22, No 1. Cover illustration untitled.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism, renaissance","multiple boys, retro artstyle, military, military uniform, uniform, cover, 2boys, helmet, 1980s \(style\), box art, science fiction, robot, traditional media, cover page, male focus, hat"
31,58110,"Fantastic Adventures, January 1948",http://www.philsp.com/data/images/f/fantastic_adventures_194801.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-01-00,$0.25,180,pulp,FANTADJAN1948,MAGAZINE,"Vol 10, No 1. Cover illustrates ""Secret of the Serpent.""","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","1girl, snake, long hair, breasts, black hair, nude, sitting, barefoot, cover, fake cover, animal, very long hair, water, makeup, medium breasts"
32,640819,"Amazing Stories Quarterly (Reissue), Summer 1948",https://isfdb.org/wiki/images/8/8c/MZNGSTRSQC1948.jpg,The Editor,Ziff-Davis,1948-07-00,$0.35,,pulp,MZNGSTRSQC1948,MAGAZINE,"Summer 1948
The price is printed on cover.","carpenter's kit, tool kit, rubber eraser, rubber, pencil eraser, screwdriver, comic book, harmonica, mouth organ, harp, mouth harp","harmonica, mouth organ, harp, mouth harp","art_nouveau, expressionism, post_impressionism, romanticism, realism","space, spacecraft, english text, no humans, vehicle focus, retro artstyle, military, cover, magazine cover, star \(sky\)"
33,56674,"Amazing Stories, September 1941",https://isfdb.org/wiki/images/b/b6/AMAZSEP1941.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1941-09-00,$0.20,148,pulp,AMAZSEP1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56236"">Aug. 1941</a>&#8592;Sep. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56639"">Oct. 1941</a><br/>
<!--isfdb specific-->
Vol 15, No 9. Cover illustrates ""Enchantress of Lemuria."" Table of contents credits interior illustrations to Robert Fuqua, Jay Jackson, Magarian, Ralph Johnson, Joe Sewell, and Julian S. Krupa. Cartoons credited to John Cherry, R. Newman. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.
Illustrator for ""Enchantress of Lemuria"" from the reprint of the artwork in <i><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?243081"">2000 A.D.: Illustrations from the Golden Age of Science Fiction Pulps</a></i>.","comic book, toyshop",comic book,"art_nouveau, expressionism, surrealism, post_impressionism, romanticism","cover, weapon, english text, fake cover, sword, western comics \(style\), multiple boys, box art, copyright name, retro artstyle, kirby"
34,640829,"Amazing Stories Quarterly (Reissue), Spring 1942",https://isfdb.org/wiki/images/5/57/MZNGSTRSQD1942.jpg,The Editor,Ziff-Davis,1942-00-00,$0.25,,pulp,MZNGSTRSQD1942,MAGAZINE,"V2 #2
The price is printed on cover.","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet","packet, book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, expressionism, post_impressionism, romanticism, renaissance","magazine cover, fake cover, solo, english text, monochrome, cover, parody, 1boy"
35,56280,"Amazing Stories, December 1941",https://isfdb.org/wiki/images/e/ee/AMAZDEC1941.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1941-12-00,$0.20,148,pulp,AMAZDEC1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56590"">Nov. 1941</a>&#8592;Dec. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56364"">Jan. 1942</a><br/>
<!--isfdb specific-->
Vol 15, No 12. Cover illustrates ""The Secret of Planetoid 88."" Table of contents credits interior illustrations to Rod Ruth, Jay Jackson, John Charles Thoman, and Joe Sewell. Cartoons by Magarian, Marvin Townsend, and R. Newman. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper, Band Aid, packet","expressionism, art_nouveau, post_impressionism, surrealism","1boy, retro artstyle, cover, planet, space, spacecraft, male focus, 1980s \(style\), vehicle focus, brown hair, solo, science fiction, earth \(planet\), cover page"
36,640828,"Amazing Stories Quarterly (Reissue), Summer 1942",https://isfdb.org/wiki/images/3/32/MZNGSTRSQC1942.jpg,The Editor,Ziff-Davis,1942-00-00,$0.25,,pulp,MZNGSTRSQC1942,MAGAZINE,"V2 #3
The price is printed on cover.",comic book,"Band Aid, comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","1boy, magazine cover, cover, fake cover, male focus, retro artstyle, parody, english text, jewelry, solo, necklace, nude"
37,56364,"Amazing Stories, January 1942",https://isfdb.org/wiki/images/4/4e/AMAZJAN1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-01-00,$0.25,244,pulp,AMAZJAN1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56280"">Dec. 1941</a>&#8592;Jan. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56325"">Feb. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 1. Cover illustrates ""The Test Tube Girl."" Table of contents credits interior illustrations to Virgil Finlay, Jay Jackson, Robert Fuqua, Magarian, Rod Ruth, and Joe Sewell. Cartoons credited to R. Newman, and Bob Glueckstein. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.","book jacket, dust cover, dust jacket, dust wrapper, comic book, drum, membranophone, tympan, tobacco shop, tobacconist shop, tobacconist, whistle","comic book, book jacket, dust cover, dust jacket, dust wrapper, slot, one-armed bandit","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","multiple boys, retro artstyle, cover, uniform, 2boys, alien, english text, military uniform, military, male focus"
38,640826,"Amazing Stories Quarterly (Reissue), Winter 1942",https://isfdb.org/wiki/images/8/83/MZNGSTRSQR1942.jpg,The Editor,Ziff-Davis,1942-00-00,$0.35,,pulp,MZNGSTRSQR1942,MAGAZINE,"V3 #1
The price is printed on cover.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism, baroque","1boy, male focus, cover, magazine cover, fake cover, pants, english text, boots, solo, cup, robot, shirt, science fiction, standing, parody"
39,56458,"Amazing Stories, June 1942",https://isfdb.org/wiki/images/d/dc/AMAZJUN1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-06-00,$0.25,276,pulp,AMAZJUN1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56544"">May 1942</a>&#8592;Jun. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56410"">Jul. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 6. Cover illustration untitled. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","spacecraft, retro artstyle, space, cover, no humans, 1980s \(style\), english text, magazine cover, explosion, star \(sky\), fake cover, planet, box art, aircraft, science fiction"
40,56410,"Amazing Stories, July 1942",https://isfdb.org/wiki/images/b/b6/AMAZJUL1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-07-00,$0.25,276,pulp,AMAZJUL1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56458"">Jun. 1942</a>&#8592;Jul. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56237"">Aug. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 7. Cover illustrates ""Blitzkrieg in the Past."" Interior illustrations credited to Jay Jackson, Ed Gordon, Magarian, Robert Fuqua, Ned Hadley, J. Allen St. John, Hugo Wolf, Joe Sewell, and Milburn. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","cover, dinosaur, fake cover, no humans, motor vehicle, blood, open mouth, military vehicle, sharp teeth, tail, cover page, teeth, copyright name, retro artstyle, claws, english text, fangs, battle"
41,56237,"Amazing Stories, August 1942",https://isfdb.org/wiki/images/a/a1/AMAZAUG1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-08-00,$0.25,244,pulp,AMAZAUG1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56410"">Jul. 1942</a>&#8592;Aug. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56675"">Sep. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 8. Cover illustrates ""The Vengeance of Martin Brand"". The McCauley original art was flipped horizontally and extensively reworked by persons unknown, presumably staff at the magazine. The original art can be seen <a href=""http://www.isfdb.org/cgi-bin/title.cgi?2045728"">here</a>. Table of Contents credits interior illustrations to H. W. McCauley, Malcolm Smith, Ned Hadley, Robert Fuqua, Swan Studios, Inc., L. Raymond Jones, Jay Jackson, Russell Milburn, Joe Sewell, and Hugo Wolf. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, slot, one-armed bandit","expressionism, art_nouveau, surrealism, post_impressionism, renaissance","retro artstyle, 1980s \(style\), weapon, 1girl, gun, dress, brown hair, handgun, cover, realistic, science fiction, english text, red dress, 1boy, robot, parody, mecha, spacecraft, 1970s \(style\)"
42,640825,"Amazing Stories Quarterly (Reissue), Spring 1943",https://isfdb.org/wiki/images/d/dd/MZNGSTRSQD1943.jpg,The Editor,Ziff-Davis,1943-00-00,$0.35,,pulp,MZNGSTRSQD1943,MAGAZINE,"V3 #2
The price is printed on cover.",comic book,"hand blower, blow dryer, blow drier, hair dryer, hair drier","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","magazine cover, cover, fake cover, retro artstyle, weapon, science fiction, aircraft, fire, spacecraft, airplane, dated, gun, realistic, 1980s \(style\), english text, fake magazine cover, 1boy, robot"
43,56675,"Amazing Stories, September 1942",https://isfdb.org/wiki/images/9/96/AMAZSEP1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-09-00,$0.25,244,pulp,AMAZSEP1942,MAGAZINE,"<!--isfdb specific-->
Vol 19 No 9. Front cover illustrates ""Blitz Against Japan."" Interior illustrations credited to Robert Fuqua, Ned Hadley, L. Raymond Jones, R. B. Sharp, Brady, Russell Milburn, H. W. MacCauley, Joe Sewell, and Hugo Wolf. Attributions for the interior illustrations use the most complete form of the artist's name found in this issue.
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56237"">Aug. 1942</a>&#8592;Sep. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56640"">Oct. 1942</a><br/>
<!--isfdb specific-->",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, surrealism, impressionism","ship, watercraft, warship, box art, military vehicle, explosion, military, no humans, cover, ocean, battleship, firing, vehicle focus, battle, cannon, turret, retro artstyle, water, magazine cover, cover page"
44,56640,"Amazing Stories, October 1942",https://isfdb.org/wiki/images/6/6d/AMAZOCT1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-10-00,$0.25,244,pulp,AMAZOCT1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56675"">Sep. 1942</a>&#8592;Oct. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56591"">Nov. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 10. Cover illustrates ""Crusade Across the Void."" Interior illustrations credited to Malcolm Smith, Robert Gibson Jones, Swan Studios, Russell Milburn, Robert Fuqua, Jay Jackson, Magarian, J. Allen St. John, Joe Sewell, and Hugo Wolf. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, packet, hotdog, hot dog, red hot, slot, one-armed bandit, racer, race car, racing car","surrealism, art_nouveau, expressionism, post_impressionism, renaissance","retro artstyle, 1boy, helmet, 1980s \(style\), cover, spacecraft, science fiction, space, box art, pilot suit, logo, english text, flying"
45,56591,"Amazing Stories, November 1942",https://isfdb.org/wiki/images/4/42/AMAZNOV1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-11-00,$0.25,244,pulp,AMAZNOV1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56640"">Oct. 1942</a>&#8592;Nov. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56281"">Dec. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 11. Cover illustrates ""After an Age."" Table of contents credits interior illustrations to Russell Milburn, L. Raymond Jones, William Panak, Brady, Magarian, J. Allen St. John, Harold Welch, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, renaissance, romanticism","1girl, 1boy, dress, retro artstyle, brown hair, long hair, cover, parody, english text, food"
