,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,tag_list,wd_14,google_vit
140,640811,"Amazing Stories Quarterly (Reissue), Summer 1950",https://isfdb.org/wiki/images/a/a3/MZNGSTRSQC1950.jpg,Howard Browne,Ziff-Davis,1950-00-00,$0.50,,pulp,MZNGSTRSQC1950,MAGAZINE,"Summer 1950
The price is printed on cover.",,"1girl, gloves, breasts, retro artstyle, cover, magazine cover, leotard, 1980s \(style\), cape, black leotard, open mouth, black gloves, belt, robot, clenched hand, helmet, holding, strapless, medium breasts, cover page, mecha, cleavage, fake cover, strapless leotard, black hair, science fiction, weapon, brown eyes, english text, long hair, arm up","comic book, book jacket, dust cover, dust jacket, dust wrapper, maillot, tank suit, maillot, packet"
141,1031210,"Astounding Science-Fiction, July 1945",https://isfdb.org/wiki/images/8/85/STNDNGSCND1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-07-00,-/9,64.0,pulp,STNDNGSCND1945,MAGAZINE,"Vol. IV No. 11.
6&#8243; x 8.75&#8243;, cover: The Piper's Son after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713407"">William Timmins</a>.
Partial reprint of the February 1945 and April 1944 (US) issues. 
Data from FictionMags",,"multiple boys, 2boys, male focus, weapon, cover, retro artstyle, sword, black hair, parody, pants, english text, short hair, shirt, traditional media, open mouth, katana","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, cassette, packet"
142,1031210,"Astounding Science-Fiction, July 1945",https://isfdb.org/wiki/images/8/85/STNDNGSCND1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-07-00,-/9,64.0,pulp,STNDNGSCND1945,MAGAZINE,"Vol. IV No. 11.
6&#8243; x 8.75&#8243;, cover: The Piper's Son after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713407"">William Timmins</a>.
Partial reprint of the February 1945 and April 1944 (US) issues. 
Data from FictionMags",,"multiple boys, 2boys, male focus, weapon, cover, retro artstyle, sword, black hair, parody, pants, english text, short hair, shirt, traditional media, open mouth, katana","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, cassette, packet"
143,1031225,"Astounding Science-Fiction, September 1945",https://isfdb.org/wiki/images/b/bb/STNDNGSCNF1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-09-00,-/9,65.0,pulp,STNDNGSCNF1945,MAGAZINE,"Vol. IV No. 12.
6&#8243; x 8.75&#8243;, cover: Pandora's Millions after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713394"">William Timmins</a>.
Partial reprint of the June 1945 (US) issue. 
Data from FictionMags",,"multiple boys, retro artstyle, cover, 1980s \(style\), english text, spacecraft, space, science fiction","comic book, book jacket, dust cover, dust jacket, dust wrapper, spatula, packet, bookshop, bookstore, bookstall"
144,1031225,"Astounding Science-Fiction, September 1945",https://isfdb.org/wiki/images/b/bb/STNDNGSCNF1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-09-00,-/9,65.0,pulp,STNDNGSCNF1945,MAGAZINE,"Vol. IV No. 12.
6&#8243; x 8.75&#8243;, cover: Pandora's Millions after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713394"">William Timmins</a>.
Partial reprint of the June 1945 (US) issue. 
Data from FictionMags",,"multiple boys, retro artstyle, cover, 1980s \(style\), english text, spacecraft, space, science fiction","comic book, book jacket, dust cover, dust jacket, dust wrapper, spatula, packet, bookshop, bookstore, bookstall"
145,1031229,"Astounding Science-Fiction, May 1946",https://isfdb.org/wiki/images/4/4e/STNDNGSCNG1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-05-00,-/9,64.0,pulp,STNDNGSCNG1946,MAGAZINE,"Vol. V No. 4.
6&#8243; x 8.75&#8243;, cover: Beggars in Velvet after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713384"">William Timmins</a>.
Partial reprint of the December 1945 (US) issue plus two stories and the editorial from the January 1946 (US) issue.
Data from FictionMags",,"weapon, bow \(weapon\), holding weapon, holding, cover, arrow \(projectile\), holding bow \(weapon\), english text, fake cover, magazine cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, bow, cassette, binder, ring-binder"
146,1031229,"Astounding Science-Fiction, May 1946",https://isfdb.org/wiki/images/4/4e/STNDNGSCNG1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-05-00,-/9,64.0,pulp,STNDNGSCNG1946,MAGAZINE,"Vol. V No. 4.
6&#8243; x 8.75&#8243;, cover: Beggars in Velvet after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713384"">William Timmins</a>.
Partial reprint of the December 1945 (US) issue plus two stories and the editorial from the January 1946 (US) issue.
Data from FictionMags",,"weapon, bow \(weapon\), holding weapon, holding, cover, arrow \(projectile\), holding bow \(weapon\), english text, fake cover, magazine cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, bow, cassette, binder, ring-binder"
147,62121,"Weird Tales, October 1934",http://www.philsp.com/data/images/w/weird_tales_193410.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-10-00,$0.25,132.0,pulp,WEIRDTOCT1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>&#8592; Oct. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62091"">Nov. 1934</a>
<!--isfdb specific-->

Volume 24, Number 4.
Page numbers run 401 to 528 excluding covers.",,"1girl, retro artstyle, 1boy, barefoot, blonde hair, cover, 1980s \(style\), hetero, parody, 1990s \(style\), kiss, 1970s \(style\), fine art parody, breasts, dress, english text, orange hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, breastplate, aegis, egis, maillot, tank suit, packet"
148,488926,"Weird Tales, October 1934",https://www.isfdb.org/wiki/images/5/5e/WRDTLSCTBR2014.jpg,Farnsworth Wright,Girasol Collectables,2014-10-31,$35.00,132.0,pulp,WRDTLSCTBR2014,ANTHOLOGY,"Published on Halloween 2014. <br>V24n4. <br>Perfect bound, wraps. Page numbers do not include covers. <br>Page numbers run from 401 through 528. <br>Cover design illustrates a scene in ""Black God's Kiss"".",,"1girl, retro artstyle, 1boy, orange hair, barefoot, 1980s \(style\), fine art parody, cover, breasts, kiss, hetero, ass, english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, maillot, tank suit, maillot, packet"
149,62121,"Weird Tales, October 1934",http://www.philsp.com/data/images/w/weird_tales_193410.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-10-00,$0.25,132.0,pulp,WEIRDTOCT1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>&#8592; Oct. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62091"">Nov. 1934</a>
<!--isfdb specific-->

Volume 24, Number 4.
Page numbers run 401 to 528 excluding covers.",,"1girl, retro artstyle, 1boy, barefoot, blonde hair, cover, 1980s \(style\), hetero, parody, 1990s \(style\), kiss, 1970s \(style\), fine art parody, breasts, dress, english text, orange hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, breastplate, aegis, egis, maillot, tank suit, packet"
150,488926,"Weird Tales, October 1934",https://www.isfdb.org/wiki/images/5/5e/WRDTLSCTBR2014.jpg,Farnsworth Wright,Girasol Collectables,2014-10-31,$35.00,132.0,pulp,WRDTLSCTBR2014,ANTHOLOGY,"Published on Halloween 2014. <br>V24n4. <br>Perfect bound, wraps. Page numbers do not include covers. <br>Page numbers run from 401 through 528. <br>Cover design illustrates a scene in ""Black God's Kiss"".",,"1girl, retro artstyle, 1boy, orange hair, barefoot, 1980s \(style\), fine art parody, cover, breasts, kiss, hetero, ass, english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, maillot, tank suit, maillot, packet"
151,61913,"Weird Tales, December 1934",https://isfdb.org/wiki/images/a/a1/WEIRDTDEC1934.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-12-00,$0.25,132.0,pulp,WEIRDTDEC1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62091"">Nov. 1934</a>&#8592; Dec. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61953"">Jan. 1935</a>
<!--isfdb specific-->

Volume 24, Number 6.
Page numbers run from 657 to 784 excluding covers.
Cover illustrates a scene from ""A Witch Shall Be Born"".",,"2girls, multiple girls, retro artstyle, breasts, jewelry, barefoot, english text, 1980s \(style\), dress, bracelet, medium breasts, black hair, dancing, pelvic curtain, short hair, red dress, smile, whip, side slit, long hair, parody, sideboob, standing, looking at another","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, tobacco shop, tobacconist shop, tobacconist, cassette"
152,417634,"Weird Tales, December 1934",https://www.isfdb.org/wiki/images/1/11/WRDTLSDCMB2013.jpg,Farnsworth Wright,Girasol Collectables,2013-05-00,$35.00,128.0,pulp,WRDTLSDCMB2013,ANTHOLOGY,"V24n6.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 657 through 784.",,"2girls, multiple girls, retro artstyle, 1980s \(style\), breasts, barefoot, jewelry, black hair, pelvic curtain, kneeling, english text, 1990s \(style\), bracelet, earrings, medium breasts, smile, long hair, cover, whip, short hair, standing","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, packet, tobacco shop, tobacconist shop, tobacconist"
153,61982,"Weird Tales, July 1935",http://www.philsp.com/data/images/w/weird_tales_193507.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-07-00,$0.25,148.0,pulp,WEIRDTJUL1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62012"">Jun. 1935</a>&#8592; Jul. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61898"">Aug. 1935</a>
<!--isfdb specific-->

Volume 26, Number 1.
Interior art credit for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
Translation of ""The Violet Death"" from the German by Roy Temple House.",,"retro artstyle, fine art parody, parody, fake cover, cover, 1980s \(style\), multiple girls, magazine cover, 2girls, red hair, fire, realistic, dress, english text, water, poster \(medium\), breasts, short hair, orange hair, 1girl, cover page","comic book, book jacket, dust cover, dust jacket, dust wrapper, toyshop, packet, Band Aid"
154,61954,"Weird Tales, January 1936",http://www.philsp.com/data/images/w/weird_tales_193601.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-01-00,$0.25,132.0,pulp,WEIRDTJAN1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61914"">Dec. 1935</a>&#8592; Jan. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61937"">Feb. 1936</a>
<!--isfdb specific-->

Volume 27, Number 1.",,"2girls, multiple girls, breasts, retro artstyle, english text, medium breasts, cover, orange hair, nude, short hair, makeup, 1980s \(style\), yuri, black background","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, bookshop, bookstore, bookstall, binder, ring-binder"
155,62094,"Weird Tales, November 1937",http://www.philsp.com/data/images/w/weird_tales_193711.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-11-00,$0.25,132.0,pulp,WEIRDTNOV1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62124"">Oct. 1937</a>&#8592; Nov. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61916"">Dec. 1937</a>
<!--isfdb specific-->

Volume 30, Number 5.
Page numbers run from 513-640 excluding the covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"1girl, jewelry, breasts, 1boy, realistic, barefoot, armlet, sitting, bracelet, medium breasts, earrings, cover, necklace, long hair, parody, english text, orange hair, anklet, navel","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, tobacco shop, tobacconist shop, tobacconist"
156,61886,"Weird Tales, April 1939",http://www.philsp.com/data/images/w/weird_tales_193904.jpg,Farnsworth Wright,Weird Tales,1939-04-00,$0.25,164.0,pulp,WEIRDTAPR1939,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62033"">Mar. 1939</a>&#8592; Apr. 1939&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62063"">May 1939</a>
<!--isfdb specific-->

Volume 33, Number 4.
Interior art credit for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"retro artstyle, 1980s \(style\), magazine cover, cover, realistic, english text, brown hair, 1boy, 1girl, fake cover, multiple boys, parody","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, cassette player, oboe, hautboy, hautbois"
157,1031138,"Astounding Science-Fiction, April 1943",https://isfdb.org/wiki/images/8/8a/STNDNGSCND1943.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1943-04-00,-/9,64.0,pulp,STNDNGSCND1943,MAGAZINE,"Vol. XXXI No. 1
6&#8243; x 8.75&#8243;, cover: Clash by Night after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?147817"">William Timmins</a>.
Partial reprint of the March 1943 (US) issue, plus the editorial from the April 1942 (US) issue.
Data from FictionMags",,"spacecraft, cover, english text, smoke, poster \(medium\), science fiction, logo, retro artstyle, fake cover, copyright name","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, tobacco shop, tobacconist shop, tobacconist, balloon"
158,1031138,"Astounding Science-Fiction, April 1943",https://isfdb.org/wiki/images/8/8a/STNDNGSCND1943.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1943-04-00,-/9,64.0,pulp,STNDNGSCND1943,MAGAZINE,"Vol. XXXI No. 1
6&#8243; x 8.75&#8243;, cover: Clash by Night after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?147817"">William Timmins</a>.
Partial reprint of the March 1943 (US) issue, plus the editorial from the April 1942 (US) issue.
Data from FictionMags",,"spacecraft, cover, english text, smoke, poster \(medium\), science fiction, logo, retro artstyle, fake cover, copyright name","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, tobacco shop, tobacconist shop, tobacconist, balloon"
159,62090,"Weird Tales, November 1933",http://www.philsp.com/data/images/w/weird_tales_193311.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-11-00,$0.25,132.0,pulp,WEIRDTNOV1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62120"">Oct. 1933</a>&#8592; Nov. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61912"">Dec. 1933</a>
<!--isfdb specific-->

Volume 22, Number 5.
Page numbers run from 529 to 656 excluding covers
Interior art credit for ""The Eyrie"" is per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"1girl, dress, breasts, skull, sideboob, green dress, solo, flower, retro artstyle, high heels, makeup, lipstick, orange hair, cover, rose, medium breasts, side slit, red flower","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, tray, tobacco shop, tobacconist shop, tobacconist"
160,61881,"Weird Tales, April 1934",http://www.philsp.com/data/images/w/weird_tales_193404.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-04-00,$0.25,132.0,pulp,WEIRDTAPR1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62028"">Mar. 1934</a>&#8592; Apr. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62058"">May 1934</a>
<!--isfdb specific-->

Volume 23, Number 4.
Page numbers run from 401 to 528 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"1girl, dark skin, beard, barefoot, turban, dancing, 1boy, tribal, parody, facial hair, jewelry, black hair, anklet, retro artstyle, long hair, white hair, dark-skinned male, flower, shell, muscular, jungle, loincloth, english text, spanish text","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, packet, binder, ring-binder"
161,467935,"Weird Tales, April 1934",https://www.isfdb.org/wiki/images/c/c0/WRDTLSPRLF2014.jpg,Farnsworth Wright,Girasol Collectables,2014-08-01,$35.00,132.0,pulp,WRDTLSPRLF2014,ANTHOLOGY,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62028"">Mar. 1934</a>&#8592; Apr. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62058"">May 1934</a><br/>
<!--isfdb specific-->

Volume 23, Number 4.<br>
Page numbers run from 401 to 528 excluding covers.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"1girl, tribal, dark skin, barefoot, beard, parody, 1boy, black hair, dancing, retro artstyle, jewelry, white hair, topless male, spanish text, long hair, english text, facial hair, 2boys, fine art parody, flower, dark-skinned male, turban, very dark skin, multiple boys","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, binder, ring-binder, packet"
162,62058,"Weird Tales, May 1934",https://isfdb.org/wiki/images/1/1d/WEIRDTMAY1934.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-05-00,$0.25,132.0,pulp,WEIRDTMAY1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61881"">Apr. 1934</a>&#8592; May 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62011"">Jun. 1934</a>
<!--isfdb specific-->

Volume 23, Number 5.
Page numbers do not include covers.
Page numbers run from 529 through 656.
Data from the Girasol Collectibles facsimile of this issue.",,"1girl, fine art parody, retro artstyle, wings, parody, knife, black hair, english text, holding, 2boys, holding knife, cover, multiple boys, 1boy, breasts, dark skin, black wings","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, packet, bee eater"
163,410501,"Weird Tales, May 1934",https://www.isfdb.org/wiki/images/f/fa/WRDTLSMFCS2012.jpg,Farnsworth Wright,Girasol Collectables,2012-11-00,$35.00,134.0,pulp,WRDTLSMFCS2012,ANTHOLOGY,"V23n5. <br>Perfect bound, wraps. Page numbers do not include covers. <br>Page numbers run from 529 through 656.",,"1girl, retro artstyle, multiple boys, fine art parody, 2boys, wings, parody, knife, cover, 1980s \(style\), 1990s \(style\), breasts, bald, english text, realistic, black hair, hetero, holding, nude","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, cassette, bookshop, bookstore, bookstall"
164,61897,"Weird Tales, August 1934",http://www.philsp.com/data/images/w/weird_tales_193408.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-08-00,$0.25,132.0,pulp,WEIRDTAUG1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61981"">Jul. 1934</a>&#8592; Aug. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>
<!--isfdb specific-->

Volume 24, Number 2.
Page numbers do not include covers.
Page numbers run from 145 through 272.",,"1girl, 1boy, retro artstyle, snake, weapon, breasts, long hair, blonde hair, sword, boots, cover, kneeling, medium breasts, hetero, english text, barefoot, 1980s \(style\), holding weapon, holding, black hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, green mamba, green snake, grass snake, packet"
165,410532,"Weird Tales, August 1934",https://www.isfdb.org/wiki/images/6/6a/WRDTLSGSTM2007.jpg,Farnsworth Wright,Girasol Collectables,2007-05-00,$35.00,132.0,pulp,WRDTLSGSTM2007,ANTHOLOGY,"V24n2.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 145 through 272.",,"1girl, snake, retro artstyle, weapon, 1boy, blonde hair, long hair, cover, sword, 1980s \(style\), breasts, boots, hetero, english text, holding, topless, holding weapon, black hair, cover page","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, bee eater, cassette"
166,61897,"Weird Tales, August 1934",http://www.philsp.com/data/images/w/weird_tales_193408.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-08-00,$0.25,132.0,pulp,WEIRDTAUG1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61981"">Jul. 1934</a>&#8592; Aug. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>
<!--isfdb specific-->

Volume 24, Number 2.
Page numbers do not include covers.
Page numbers run from 145 through 272.",,"1girl, 1boy, retro artstyle, snake, weapon, breasts, long hair, blonde hair, sword, boots, cover, kneeling, medium breasts, hetero, english text, barefoot, 1980s \(style\), holding weapon, holding, black hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, green mamba, green snake, grass snake, packet"
167,410532,"Weird Tales, August 1934",https://www.isfdb.org/wiki/images/6/6a/WRDTLSGSTM2007.jpg,Farnsworth Wright,Girasol Collectables,2007-05-00,$35.00,132.0,pulp,WRDTLSGSTM2007,ANTHOLOGY,"V24n2.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 145 through 272.",,"1girl, snake, retro artstyle, weapon, 1boy, blonde hair, long hair, cover, sword, 1980s \(style\), breasts, boots, hetero, english text, holding, topless, holding weapon, black hair, cover page","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, bee eater, cassette"
168,62029,"Weird Tales, March 1935",http://www.philsp.com/data/images/w/weird_tales_193503.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-03-00,$0.25,132.0,pulp,WEIRDTMAR1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61936"">Feb. 1935</a>&#8592; Mar. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61882"">Apr. 1935</a>
<!--isfdb specific-->

Volume 25, Number 3.
Page numbers run 273-400 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"1girl, cover, blonde hair, retro artstyle, strap slip, breasts, bed, magazine cover, cover page, lipstick, curly hair, fake cover, cleavage, lying, blanket, makeup","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, packet, bookshop, bookstore, bookstall"
169,438109,"Weird Tales, March 1935",https://www.isfdb.org/wiki/images/4/41/WRDTLSMRCH2014.jpg,Farnsworth Wright,Girasol Collectables,2014-01-31,$35.00,136.0,pulp,WRDTLSMRCH2014,ANTHOLOGY,"Volume 25, Number 3.
Perfect bound, wraps. Page numbers run 273-400 excluding covers.",,"1girl, cover, blonde hair, retro artstyle, strap slip, bed, cover page, solo, lipstick, lying, curly hair, breasts, magazine cover, blanket, makeup","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, cassette, Band Aid"
170,61918,"Weird Tales, December 1939",http://www.philsp.com/data/images/w/weird_tales_193912.jpg,Farnsworth Wright,Weird Tales,1939-12-00,$0.15,132.0,pulp,WEIRDTDEC1939,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62096"">Nov. 1939</a>&#8592; Dec. 1939&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61958"">Jan. 1940</a>
<!--isfdb specific-->

Volume 34, Number 6.
Interior art credits for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",,"weapon, cover, english text, fake cover, sword, fire, parody, multiple boys, holding weapon, holding, holding sword, skeleton, helmet","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, cassette, bookshop, bookstore, bookstall"
171,62122,"Weird Tales, October 1935",http://www.philsp.com/data/images/w/weird_tales_193510.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-10-00,$0.25,132.0,pulp,WEIRDTOCT1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62138"">Sep. 1935</a>&#8592; Oct. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62092"">Nov. 1935</a>
<!--isfdb specific-->

Volume 26, Number 4.
Page numbers run from 401 to 528 and do not include the covers.",,"1girl, retro artstyle, blonde hair, magazine cover, cover, 1980s \(style\), breasts, short hair, solo, english text, medium breasts, 1990s \(style\), cover page","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, cassette"
172,61937,"Weird Tales, February 1936",http://www.philsp.com/data/images/w/weird_tales_193602.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-02-00,$0.25,132.0,pulp,WEIRDTFEB1936,MAGAZINE,"<!--isfdb specific--> 
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61954"">Jan. 1936</a>&#8592; Feb. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62030"">Mar. 1936</a>
<!--isfdb specific--> 
Volume 27, Number 2.
Page numbers run from 129 to 256 and do not include the covers.",,"1girl, multiple boys, 2boys, snake, breasts, cover, blonde hair, english text, retro artstyle, cleavage, dress, fake cover, formal, realistic","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, bookshop, bookstore, bookstall"
173,61983,"Weird Tales, July 1936",http://www.philsp.com/data/images/w/weird_tales_193607.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-07-00,$0.25,132.0,pulp,WEIRDTJUL1936,MAGAZINE,"<!--isfdb specific--> 
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62013"">Jun. 1936</a>&#8592; Jul. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61902"">Aug.-Sep. 1936</a>
<!--isfdb specific--> 

Volume 28, Noumber 1.
Page numbers do not include covers.",,"multiple girls, breasts, 4girls, english text, strap-on, medium breasts, retro artstyle, barefoot, topless, yuri, nude, blonde hair, dildo, black hair, sex toy, brown hair, pasties, short hair, 1980s \(style\), parody, knife, realistic, small breasts","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, Band Aid, maillot, tank suit"
174,430093,"Weird Tales, July 1936",https://www.isfdb.org/wiki/images/6/61/WRDTLSJLFC1936.jpg,Farnsworth Wright,Girasol Collectables,2013-10-00,$35.00,132.0,pulp,WRDTLSJLFC1936,ANTHOLOGY,"V28n1.
Perfect bound, wraps. Page numbers do not include covers.",,"multiple girls, breasts, 4girls, strap-on, english text, nude, yuri, retro artstyle, medium breasts, nipples, blonde hair, dildo, sex toy, black hair, short hair, barefoot, 1980s \(style\), cover, topless, sitting","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, sunscreen, sunblock, sun blocker, whistle"
