Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
56640,"Amazing Stories, October 1942",https://isfdb.org/wiki/images/6/6d/AMAZOCT1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-10-00,$0.25,244,pulp,AMAZOCT1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56675"">Sep. 1942</a>&#8592;Oct. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56591"">Nov. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 10. Cover illustrates ""Crusade Across the Void."" Interior illustrations credited to Malcolm Smith, Robert Gibson Jones, Swan Studios, Russell Milburn, Robert Fuqua, Jay Jackson, Magarian, J. Allen St. John, Joe Sewell, and Hugo Wolf. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56591,"Amazing Stories, November 1942",https://isfdb.org/wiki/images/4/42/AMAZNOV1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-11-00,$0.25,244,pulp,AMAZNOV1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56640"">Oct. 1942</a>&#8592;Nov. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56281"">Dec. 1942</a><br/>
<!--isfdb specific-->
Vol 16, No 11. Cover illustrates ""After an Age."" Table of contents credits interior illustrations to Russell Milburn, L. Raymond Jones, William Panak, Brady, Magarian, J. Allen St. John, Harold Welch, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
640824,"Amazing Stories Quarterly (Reissue), Summer 1943",https://isfdb.org/wiki/images/2/2a/MZNGSTRSQC1943.jpg,The Editor,Ziff-Davis,1943-00-00,$0.35,,pulp,MZNGSTRSQC1943,MAGAZINE,"V3 #3
The price is printed on cover."
56281,"Amazing Stories, December 1942",https://isfdb.org/wiki/images/0/03/AMAZDEC1942.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1942-12-00,$0.25,244,pulp,AMAZDEC1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56591"">Nov. 1942</a>&#8592;Dec. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56365"">Jan. 1943</a><br/>
<!--isfdb specific-->
Vol 16, No 12. Cover illustrates ""Warrior of the Dawn."" Table of contents credits interior illustrations to J. Allen St. John, Jay Jackson, Ned Hadley, Magarian, Robert Fuqua, Malcolm Smith, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
640823,"Amazing Stories Quarterly (Reissue), Fall 1943",https://isfdb.org/wiki/images/1/1d/MZNGSTRSQB1943.jpg,The Editor,Ziff-Davis,1943-00-00,$0.35,,pulp,MZNGSTRSQB1943,MAGAZINE,"V3 #4
The price is printed on cover."
56365,"Amazing Stories, January 1943",https://isfdb.org/wiki/images/c/c5/AMAZJAN1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-01-00,$0.25,244,pulp,AMAZJAN1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56281"">Dec. 1942</a>&#8592;Jan. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56326"">Feb. 1943</a><br/>
<!--isfdb specific-->
Vol 17, no 1. Cover illustrates ""The Lost Warship."" Table of contents credits interior illustrations to J. Allen St. John, Virgil Finlay, Rod Ruth, Brady, Robert Fuqua, H. W. McCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56326,"Amazing Stories, February 1943",https://isfdb.org/wiki/images/b/b6/AMAZFEB1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-02-00,$0.25,244,pulp,AMAZFEB1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56365"">Jan. 1943</a>&#8592;Feb. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56496"">Mar. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 2. Cover illustrates ""Skeleton Men of Jupiter."" Table of contents credits interior illustrations to J. Allen St. John, Virgil Finlay, Ned Hadley, Magarian, Hadden, Robert Fuqua, Rod Ruth and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56496,"Amazing Stories, March 1943",https://isfdb.org/wiki/images/8/88/AMAZMAR1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-03-00,$0.25,244,pulp,AMAZMAR1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56326"">Feb. 1943</a>&#8592;Mar. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56200"">Apr. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 3. Cover illustrates ""The Metal Monster."" Table of contents credits interior illustrations to Frank R. Paul, Virgil Finlay, William Panak, Robert Fuqua, Jay Jackson, L. Raymond Jones, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56200,"Amazing Stories, April 1943",https://isfdb.org/wiki/images/1/11/AMAZAPR1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-04-00,$0.25,244,pulp,AMAZAPR1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56496"">Mar. 1943</a>&#8592;Apr. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56545"">May 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 4. Cover illustrates ""That Worlds May Live."" Table of contents credits interior illustrations to Robert Fuqua, H. R. Hammond, H. W. McCauley, Ned Hadley, Magarian, Frank R. Paul, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
640822,"Amazing Stories Quarterly (Reissue), Winter 1943",https://isfdb.org/wiki/images/f/f9/MZNGSTRSQR1943.jpg,The Editor,Ziff-Davis,1943-00-00,$0.35,,pulp,MZNGSTRSQR1943,MAGAZINE,"V4 #1
The price is printed on cover."
56545,"Amazing Stories, May 1943",https://isfdb.org/wiki/images/4/44/AMAZMAY1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-05-00,$0.25,244,pulp,AMAZMAY1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56200"">Apr. 1943</a>&#8592;May 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56459"">Jun. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 5. Cover illustrates ""Priestess of the Floating Skull."" Table of contents credits interior illustration to Robert Gibson Jones, Robert Fuqua, H. W. McCauley, Malcolm Smith, Julian S. Krupa, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56459,"Amazing Stories, June 1943",https://isfdb.org/wiki/images/6/6f/AMAZJUN1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-06-00,$0.25,212,pulp,AMAZJUN1943,MAGAZINE,"<!--isfdb specific-->
Vol 17 No 6. Cover illustrates ""Laboratory of the Mighty Mites."" Table of contents credits interior illustrations to Hadden, Robert Fuqua, Julian S. Krupa, Rod Ruth, Magarian, H. W. MacCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue. <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56545"">May 1943</a>&#8592;Jun. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56411"">Jul. 1943</a><br/>
<!--isfdb specific-->"
56411,"Amazing Stories, July 1943",https://isfdb.org/wiki/images/3/3d/AMAZJUL1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-07-00,$0.25,212,pulp,AMAZJUL1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56459"">Jun. 1943</a>&#8592;Jul. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56238"">Aug. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 7. Cover illustrates ""Carbon-Copy Killer."" Table of contents credits interior illustrations to Julian, Robert Fuqua, Malcolm Schmidt, Magarian, Virgil Finlay, Ronald Clyne, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue. The ""Correspondence Corner"" was discontinued for national security reasons.
According to ""The Man from Mars: Ray Palmer's Amazing Pulp Journey"" by Fred Nadis Palmer is the model for the evil scientist and his secretary, Elaine, is the model for the woman with the gun."
56238,"Amazing Stories, August 1943",https://isfdb.org/wiki/images/8/80/AMAZAUG1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-08-00,$0.25,212,pulp,AMAZAUG1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56411"">Jul. 1943</a>&#8592;Aug. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56676"">Sep. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 8. Cover illustrates ""A Patriot Never Dies."" Table of contents credits interior art to A. K. Bilder, Julian, Malcolm Smith, Ned Hadley, Hadden, H. W. McCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56676,"Amazing Stories, September 1943",https://isfdb.org/wiki/images/8/8a/AMAZSEP1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-09-00,$0.25,212,pulp,AMAZSEP1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56238"">Aug. 1943</a>&#8592;Sep. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56592"">Nov. 1943</a><br/>
<!--isfdb specific-->
Vol 17, No 9. Cover illustrates ""War Worker 17."" Table of contents credits interior illustrations to Julian, Robert Fuqua, H. W. McCauley, J. Allen St. John, Malcolm Smith, and Joe Sewell. Illustration for ""The Devil's Planet"" by Robert Fuqua, and J. Allen St. John. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56592,"Amazing Stories, November 1943",https://isfdb.org/wiki/images/e/ef/AMAZNOV1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-11-00,$0.25,212,pulp,AMAZNOV1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56676"">Sep. 1943</a>&#8592;Nov. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56366"">Jan. 1944</a><br/>
<!--isfdb specific-->
Vol 17, No 10. Cover illustrates ""Empire of Jegga."" Table of contents credits interior art to Hadden, Ronald Clyne, Robert Fuqua, Arnold Kohn, and Malcolm Smith. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56366,"Amazing Stories, January 1944",https://isfdb.org/wiki/images/e/ec/AMAZJAN1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-01-00,$0.25,212,pulp,AMAZJAN1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56592"">Nov. 1943</a>&#8592;Jan. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56497"">Mar. 1944</a><br/>
<!--isfdb specific-->
Vol. 18. No. 1.<br>"
56497,"Amazing Stories, March 1944",https://isfdb.org/wiki/images/d/d1/AMAZMAR1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-03-00,$0.25,212,pulp,AMAZMAR1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56366"">Jan. 1944</a>&#8592;Mar. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56546"">May 1944</a><br/>
<!--isfdb specific-->
Vol 18, No 2. Cover illustrates ""It's a Small World."" Table of contents credits interior illustrations to J. Allen St. John, Virgil Finlay, Hadden, Malcolm Smith, Magarian, and Robert Fuqua. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56546,"Amazing Stories, May 1944",https://isfdb.org/wiki/images/6/66/AMAZMAY1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-05-00,$0.25,212,pulp,AMAZMAY1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56497"">Mar. 1944</a>&#8592;May 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56677"">Sep. 1944</a><br/>
<!--isfdb specific-->
Vol 18, No 3. Cover illustrates ""Murder in Space."" Table of contents credits interior illustrations to Hadden, Arnold Kohn, Lew Meyer, Julian S. Krupa, Brady, Malcolm Smith, and Robert Fuqua. Attributions for unattributed individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue."
56677,"Amazing Stories, September 1944",https://isfdb.org/wiki/images/8/86/AMAZSEP1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-09-00,$0.25,212,pulp,AMAZSEP1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56546"">May 1944</a>&#8592;Sep. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56282"">Dec. 1944</a><br/>
<!--isfdb specific-->
Vol 18, No 4. Cover illustrates ""Star Base X."" All stories, letters, and most features and illustrations in this issue are by servicemen."
56282,"Amazing Stories, December 1944",https://isfdb.org/wiki/images/4/49/AMAZDEC1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-12-00,$0.25,212,pulp,AMAZDEC1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56677"">Sep. 1944</a>&#8592;Dec. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56498"">Mar. 1945</a><br/>
<!--isfdb specific-->
Vol 18, No 5. Cover Illustrates ""Undersea Guardians."""
56498,"Amazing Stories, March 1945",https://isfdb.org/wiki/images/3/3f/AMAZMAR1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-03-00,$0.25,212,pulp,AMAZMAR1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56282"">Dec. 1944</a>&#8592;Mar. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56460"">Jun. 1945</a><br/>
<!--isfdb specific-->
Vol 19, No 1. Cover illustrates ""I Remember Lemuria."""
56460,"Amazing Stories, June 1945",https://isfdb.org/wiki/images/d/dc/AMAZJUN1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-06-00,$0.25,212,pulp,AMAZJUN1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56498"">Mar. 1945</a>&#8592;Jun. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56678"">Sep. 1945</a><br/>
<!--isfdb specific-->
Vol 19, No 2. Cover illustrates ""Thought Records of Lemuria."""
56678,"Amazing Stories, September 1945",https://isfdb.org/wiki/images/b/b9/AMAZSEP1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-09-00,$0.25,180,pulp,AMAZSEP1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56460"">Jun. 1945</a>&#8592;Sep. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56283"">Dec. 1945</a><br/>
<!--isfdb specific-->"
56283,"Amazing Stories, December 1945",https://isfdb.org/wiki/images/3/32/AMAZDEC1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-12-00,$0.25,180,pulp,AMAZDEC1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56678"">Sep. 1945</a>&#8592;Dec. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56327"">Feb. 1946</a><br/>
<!--isfdb specific-->
Vol 19, No 4. Cover illustrates ""Quest of Brail."" Table of contents credits Robert Fuqua for illustrating ""Gallery of Glacial Doom,"" but illustration signed ""Brady."""
56327,"Amazing Stories, February 1946",https://isfdb.org/wiki/images/5/5a/AMAZFEB1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-02-00,$0.25,180,pulp,AMAZFEB1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56283"">Dec. 1945</a>&#8592;Feb. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56547"">May 1946</a><br/>
<!--isfdb specific-->
Vol 20, No 1. Cover illustrates ""Invasion of the Micro-Men."" The table of contents credits the illustration for ""Final Victim"" to Julian S. Krupa, but it is signed by Hadden."
56547,"Amazing Stories, May 1946",https://isfdb.org/wiki/images/e/e5/AMAZMAY1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-05-00,$0.25,180,pulp,AMAZMAY1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56327"">Feb. 1946</a>&#8592;May 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56461"">Jun. 1946</a><br/>
<!--isfdb specific-->
Vol 20, No 2. Cover illustrates ""The Masked World."""
56461,"Amazing Stories, June 1946",https://isfdb.org/wiki/images/1/1b/AMAZJUN1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-06-00,$0.25,180,pulp,AMAZJUN1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56547"">May 1946</a>&#8592;Jun. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56412"">Jul. 1946</a><br/>
<!--isfdb specific-->
Vol 20, No 3. Cover illustrates ""Agharti."""
56239,"Amazing Stories, August 1946",https://isfdb.org/wiki/images/8/8a/AMAZAUG1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-08-00,$0.25,180,pulp,AMAZAUG1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56412"">Jul. 1946</a>&#8592;Aug. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56679"">Sep. 1946</a><br/>
<!--isfdb specific-->
Vol 20, No 5. Cover illustrates ""The Sea People."""
